CT_TYPE,CC_CODE,CC_DESC_AR,CC_DESC_EN,COMMODTIY_TYPE,COMMODTIY_CODE,COMM_NAME_AR,COMM_NAME_EN,2023,2024,Growth,Share
ISI4,19.0,صُنع فحم الكوك والمنتجات النفطية المكررة,Manufacture of coke and refined petroleum products,H,27040010.0,فحم مجمر ( كوك )ـ  او نصف مجمر ، من فحم حجرى او من خنور,"COKE AND SEMI-COKE OF COAL, OF LIGNITE OR PEAT",134633581.0,154793676.0,0.1497404648250424,0.00017730756451746815
ISI4,32.0,الصناعات التحويلية الأخرى,Other manufacturing,H,90185090.0,غيرها من اجهزه وادوات لطب العيون,OTHER OPHTHALMIC INSTRUMENTS,134095183.0,147770326.0,0.10198086682949678,0.0001692627069016198
ISI4,10.0,صُنع المنتجات الغذائية,Manufacture of food products,H,15093000.0,زيت العصرة الأولى (زيت بكر),Virgin olive oil,134071259.0,123168133.0,-0.0813233655096802,0.00014108226028816318
ISI4,10.0,صُنع المنتجات الغذائية,Manufacture of food products,H,19059093.0,بسكويت عادى وان كان مملح,"ORDINARY BISCUITS, WHETHER OR NOT SALTED",133579043.0,166275342.0,0.24477117267564194,0.0001904591756663824
ISI4,31.0,صُنع الأثاث,Manufacture of furniture,H,94031090.0,غيره من اثاث معدنى من النوع المستخدم فى المكاتب,OTHER METAL OFFICE FURNITURE,133417269.0,187147519.0,0.40272335360124933,0.00021436709597475156
ISI4,32.0,الصناعات التحويلية الأخرى,Other manufacturing,H,90213100.0,مفاصل اصطناعية,ARTIFICIAL JOINTS,133034893.0,146008279.0,0.09751867128573553,0.00016724437986004667
ISI4,27.0,صُنع المعدات الكهربائية,Manufacture of electrical equipment,H,84501200.0,الات واجهزه غسيل اخر مزوده بمجففات تعمل بالطردالمركزى,"OTHER WASHING MACHINES, CENTRIFUGAL DRYER, 10KG OR LESS",133012689.0,146552340.0,0.10179217563220604,0.00016786757153913656
ISI4,27.0,صُنع المعدات الكهربائية,Manufacture of electrical equipment,H,85013100.0,محركات ومولدات ذات تيار مستمر قدرتها لاتزيد عن 750 واط,"DC MOTORS, GENERATORS OF AN OUTPUT NOT OVER 750 W",132737765.0,165211833.0,0.24464829583351808,0.00018924098513363474
ISI4,27.0,صُنع المعدات الكهربائية,Manufacture of electrical equipment,H,85114000.0,محركات اطلاق الحركه وان كانت تعمل كمولدات,STARTER MOTORS AND DUAL PURPOSE STARTER-GENERATORS,132528912.0,102529015.0,-0.2263649233006606,0.00011744129612908061
ISI4,25.0,صُنع منتجات المعادن المشكَّلة، باستثناء الآلات والمعدات,"Manufacture of fabricated metal products, except machinery and equipment",H,73269060.0,لوازم الخطوط الكهربائيه من حديد او صلب,ELECTRIC-LINES FITTINGS,132179956.0,148468498.0,0.12323004556000912,0.00017006242417775898
ISI4,32.0,الصناعات التحويلية الأخرى,Other manufacturing,H,95030020.0,دمى,Dolls,132110813.0,120580042.0,-0.08728105397398471,0.00013811774569158768
ISI4,14.0,صُنع الملبوسات,Manufacture of wearing apparel,H,62114300.0,ألبسة رياضية للنساء أو البنات من ألياف تركيبية أو اصطناعية,FEMALE SPORTSWEAR OF MAN-MADE FIBERS,131824877.0,126099490.0,-0.04343176440058427,0.0001444399670358292
ISI4,10.0,صُنع المنتجات الغذائية,Manufacture of food products,H,3031900.0,غيرها من اسماك السلمون مجمدة,OTHER SALMON (FROZEN),131761896.0,59567704.0,-0.5479140342667808,6.823149881224763e-05
ISI4,20.0,صُنع المواد الكيميائية والمنتجات الكيميائية,Manufacture of chemicals and chemical products,H,29091910.0,بيوتال الأثير الثلاثي الميثل,TERT-BUTYL METHYLETHERS,131522631.0,73523089.0,-0.44098526283282763,8.421661777959878e-05
ISI4,27.0,صُنع المعدات الكهربائية,Manufacture of electrical equipment,H,85098090.0,غيرها من اجهزه منزليه ذات محركات كهربائيه,OTHER DOMESTIC APPLIANCES WITH ELECTRIC MOTOR,131077435.0,142703416.0,0.0886955180348166,0.00016345884271966703
ISI4,26.0,صُنع الحواسيب والمنتجات الإلكترونية والبصرية,"Manufacture of computer, electronic and optical products",H,85321000.0,مكثفات ثابته للطاقه(50/60 هيرتز)ـ قدرتها لاتقل عن 5،.ك ف ا,FIXED CAPACITORS FOR 50/60 HZ CIRCUITS WITH 0.5 KVAR,131016110.0,202548693.0,0.5459831084894827,0.00023200828599759043
ISI4,32.0,الصناعات التحويلية الأخرى,Other manufacturing,H,95069990.0,أصناف للرياضة غير مذكورة في مكان آخر؛ أحواض السباحة,Sports articles not elsewhere specified; pools and paddling,130839758.0,213921116.0,0.6349855676131715,0.00024503476535319693
ISI4,16.0,صُنع الخشب ومنتجات الخشب والفلين، باستثناء الأثاث؛ صُنع أصناف من القش ومواد الضفر,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",H,44079910.0,غيره من خشب ممسوح ، يزيد سمكه عن 6مم,"PLANED OTHER WOOD, OVER 6 MM THICK",130624979.0,204446606.0,0.5651417329605848,0.0002341822400013447
ISI4,10.0,صُنع المنتجات الغذائية,Manufacture of food products,H,11031120.0,سميد من حنطة (قمح),Meal of wheat,130418843.0,101203275.0,-0.2240133965917793,0.0001159227345401473
ISI4,32.0,الصناعات التحويلية الأخرى,Other manufacturing,H,96161000.0,نافثات عطور وتواليت مماثله للزينه وروءسها وتركياتها,SCENT SPRAYS AND SIMILAR TOILET SPRAYS,130357243.0,129492212.0,-0.0066358491487887635,0.00014832614178436892
ISI4,26.0,صُنع الحواسيب والمنتجات الإلكترونية والبصرية,"Manufacture of computer, electronic and optical products",H,91012900.0,غيرها من ساعات يد أخر من معادن ثمينة، غير ذاتية التعبئة,"OTHER PRECIOUS METAL WRISTWATCHS, NOT AUTOMATIC WINDING",129751598.0,468375411.0,2.6097852991375103,0.0005364980375831256
ISI4,7.0,تعدين ركازات الفلزات,Mining of metal ores,H,26020000.0,خامات منجنيز ومركزاتها,MANGANESE ORE AND CONCENTRATES,129725705.0,134483874.0,0.03667869062650305,0.00015404381355872741
ISI4,10.0,صُنع المنتجات الغذائية,Manufacture of food products,H,4069030.0,غيرها من اجبان,OTHER CHEESE,129375655.0,162335315.0,0.2547593672086143,0.00018594609341680092
ISI4,20.0,صُنع المواد الكيميائية والمنتجات الكيميائية,Manufacture of chemicals and chemical products,H,32061100.0, الوان محتوية على 80% وزنا اواكثرمن ثانى اوكسيدالتيتانيوم,PIGMENTS CONTAINING 80% OF WEIGHT OR MORE OF TITANIUM DIOXIDE,129238925.0,134640877.0,0.041798181159430105,0.00015422365178126523
ISI4,28.0,صُنع الآلات والمعدات غير المصنّفة في موضع آخر,Manufacture of machinery and equipment n.e.c.,H,84828000.0,غيرها من مدحرجات ، بما فيهاالمدحرجات المجتمعه,"OTHER BEARINGS, INCLUDING COMBINED BALL/ROLLER",129070450.0,158639158.0,0.2290896793185427,0.00018171235071697518
ISI4,32.0,الصناعات التحويلية الأخرى,Other manufacturing,H,90189040.0,اجهزه الكلى الاصطناعيه,ARTIFICIAL KIDNEY APPLIANCES,128761062.0,84608569.0,-0.34290252281392336,9.691441985458215e-05
ISI4,26.0,صُنع الحواسيب والمنتجات الإلكترونية والبصرية,"Manufacture of computer, electronic and optical products",H,90289000.0,أجزاء ولوازم عدادات غاز أو سوائل أو كهرباء,"PARTS FOR GAS, LIQUID OR ELECTRICITY METERS",128584674.0,461084139.0,2.5858405567058482,0.0005281462901864527
ISI4,28.0,صُنع الآلات والمعدات غير المصنّفة في موضع آخر,Manufacture of machinery and equipment n.e.c.,H,84136000.0,مضخات ازاحه موجبه دواره اخروان كانت محتويه اجهزه قياس،,OTHER ROTARY POSITIVE DISPLACEMENT PUMPS,127934114.0,146222902.0,0.1429547399687311,0.000167490218594566
ISI4,25.0,صُنع منتجات المعادن المشكَّلة، باستثناء الآلات والمعدات,"Manufacture of fabricated metal products, except machinery and equipment",H,83111000.0,اقطاب لحام كهربائى مطليه، من معادن عاديه ، للحام القوسى,"COATED ELECTRODES OF BASE METAL, FOR ARC-WELDING",127640515.0,177968644.0,0.39429587854608705,0.00020385320410710008
ISI4,10.0,صُنع المنتجات الغذائية,Manufacture of food products,H,2069012.0,اكباد من فصيلتى الضاءن والماعز، مجمده,"LIVERS OF SHEEP AND GOATS, FROZEN",127398672.0,155245123.0,0.2185772470218528,0.00017782467199980946
ISI4,10.0,صُنع المنتجات الغذائية,Manufacture of food products,H,11090000.0,جلوتين الحنطة (القمح)، وإن كان جاف,"Wheat gluten, whether or not dried",127342756.0,94213005.0,-0.26016203858506093,0.00010791576822829666
ISI4,26.0,صُنع الحواسيب والمنتجات الإلكترونية والبصرية,"Manufacture of computer, electronic and optical products",H,90303900.0,غيرها من اجهزه وادوات لقياس، الفولطيه ،...الخ,"OTHER INSTRUMENTS FOR MEASURING VOLTAGE, ETC.",127229214.0,137985304.0,0.08454103945026337,0.00015805450728776835
ISI4,1.0,أنشطة زراعة المحاصيل والإنتاج الحيواني والصيد والخدمات المتصلة,"Crop and animal production, hunting and related service activities",H,9101100.0,زنجبيل غير مجروش ولا مسحوق,GINGER NEITHER CRUSHED NOR GROUND,127221855.0,93959988.0,-0.26144774417885985,0.00010762595129771667
ISI4,28.0,صُنع الآلات والمعدات غير المصنّفة في موضع آخر,Manufacture of machinery and equipment n.e.c.,H,84303100.0,قاطعات صخور واليات شق الانفاق ذاتيه الحركيه,SELF-PROPELLED ROCK CUTTERS AND TUNNELLING MACHINERY,127128183.0,70264060.0,-0.44729753590515803,8.048358094234582e-05
ISI4,20.0,صُنع المواد الكيميائية والمنتجات الكيميائية,Manufacture of chemicals and chemical products,H,39094000.0,راتنجات فينوليه,PHENOLIC RESINS,127041179.0,161321549.0,0.26983668027828994,0.00018478488072972308
ISI4,27.0,صُنع المعدات الكهربائية,Manufacture of electrical equipment,H,94054910.0,مصابيح للإنارة الخارجية (مصابيح الشوارع ، مصابيح البوابات ، مصابي,"Lamps for exterior lighting (street lamps, porch and gate lamps, ",126968315.0,86564815.0,-0.31821718670520277,9.915519107224506e-05
ISI4,27.0,صُنع المعدات الكهربائية,Manufacture of electrical equipment,H,85431000.0, مسرعات الجزيئات, Particle accelerators,126827346.0,33379891.0,-0.7368084088111407,3.823481249368711e-05
ISI4,16.0,صُنع الخشب ومنتجات الخشب والفلين، باستثناء الأثاث؛ صُنع أصناف من القش ومواد الضفر,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",H,44079990.0,غيره من خشب منشور ، يزيد سمكه عن 6مم,"OTHER SAWN WOOD, OVER 6 MM THICK",126813012.0,102056835.0,-0.1952179560248912,0.00011690044014595985
ISI4,27.0,صُنع المعدات الكهربائية,Manufacture of electrical equipment,H,85153900.0,غيرها من الات واجهزه للحام القوسى للمعادن,OTHER MACHINES FOR ARC WELDING OF METAL,126794467.0,109106678.0,-0.13949969126018724,0.0001249756440228968
ISI4,27.0,صُنع المعدات الكهربائية,Manufacture of electrical equipment,H,85163200.0,اجهزه اخر لتصفيف الشعر,OTHER HAIR-DRESSING APPARATUS,126570100.0,178596772.0,0.41105025594512445,0.00020457268986881318
ISI4,28.0,صُنع الآلات والمعدات غير المصنّفة في موضع آخر,Manufacture of machinery and equipment n.e.c.,H,84301000.0,مرسيات اوتاد ونازعاتها,PILE-DRIVERS AND PILE-EXTRACTORS,126436281.0,141294949.0,0.11751902130053953,0.000161845521943738
ISI4,24.0,صُنع الفلّزات القاعدية,Manufacture of basic metals,H,72083800.0,منتجات من حديدوصلب بسمك 3مم واقل من 4.75مم,PROD. OF FLAT. CAST IRON W/ THICKNESS = 3MM & < 4.75MM.,126255227.0,168196152.0,0.3321915931448921,0.00019265935691281004
ISI4,25.0,صُنع منتجات المعادن المشكَّلة، باستثناء الآلات والمعدات,"Manufacture of fabricated metal products, except machinery and equipment",H,73181600.0,صواميل (عزقات)ـ  ملولبه من حديد او صلب,NUTS,125816989.0,161171981.0,0.2810033230091049,0.00018461355888702875
ISI4,26.0,صُنع الحواسيب والمنتجات الإلكترونية والبصرية,"Manufacture of computer, electronic and optical products",H,90221200.0,اجهزة للتصويرالطبقى (المقطعى ),CT SCAN,125604240.0,220126855.0,0.752543186440203,0.0002521430949474955
ISI4,29.0,صُنع المركبات ذات المحرّكات والمركبات المقطورة ونصف المقطورة,"Manufacture of motor vehicles, trailers and semi-trailers",H,84099110.0,مكابس،(بساتم)ـ وشنابر مكابس، للمركات التى تشتعل بالشرر,PISTONS AND PISTON RINGS FOR SPARK-IGNITION ENGINES,125555683.0,115866393.0,-0.07717125795094436,0.00013271852237848412
ISI4,10.0,صُنع المنتجات الغذائية,Manufacture of food products,H,19011090.0,غيرها من اغذيه اطفال,OTHER BABY FOOD,125257998.0,199443344.0,0.5922603521094119,0.00022845128107080805
ISI4,24.0,صُنع الفلّزات القاعدية,Manufacture of basic metals,H,73063000.0,غيرهامن انابيب ملحومه،ذات مقطع عرضى دائرى من حديد اوصلب,OTHER WELDED CIRCULAR PIPE OF IRON OR STEEL,124912516.0,95196588.0,-0.23789391929308348,0.00010904240796408785
ISI4,26.0,صُنع الحواسيب والمنتجات الإلكترونية والبصرية,"Manufacture of computer, electronic and optical products",H,85299090.0,غيرها من أجزاء للأجهزة الداخلة بالبنود من 28/85 - 25/85,OTHER PARTS FOR HEADINGS 85.25 TO 85.28,124735834.0,135624676.0,0.08729521943149071,0.000155350538933068
