CT_TYPE,CC_CODE,CC_DESC_AR,CC_DESC_EN,COMMODTIY_TYPE,COMMODTIY_CODE,COMM_NAME_AR,COMM_NAME_EN,2023,2024,Growth,Share
ISI4,32.0,الصناعات التحويلية الأخرى,Other manufacturing,H,67021000.0,ازهار واوراق وثمار اصطناعيه ..الخ واجزاوءها من لدائن,"ARTIFICIAL FLOWERS, ETC., OF PLASTICS",159789032.0,144345579.0,-0.0966490178124366,0.00016533984929302794
ISI4,20.0,صُنع المواد الكيميائية والمنتجات الكيميائية,Manufacture of chemicals and chemical products,H,33049920.0,محضرات وقايه الجلد من الشمس،,SUN-TAN PREPARATIONS,159635512.0,154427987.0,-0.03262134430339034,0.00017688868806439633
ISI4,24.0,صُنع الفلّزات القاعدية,Manufacture of basic metals,H,74101100.0,"رقائق من نحاس، نقى غيرمثبتهعلى حامل لايزيدالسمك عن 15,مم",UNBACKED FOIL OF REFINED COPPER,159590599.0,98554955.0,-0.38245137484570757,0.00011288923096689474
ISI4,26.0,صُنع الحواسيب والمنتجات الإلكترونية والبصرية,"Manufacture of computer, electronic and optical products",H,90301000.0,اجهزه وادوات لقياس، وكشف الاشعاعات الموءينه,INSTRUMENTS FOR MEASURING OR DETECTING RADIATIONS,159188440.0,113738782.0,-0.2855085331573072,0.0001302814620644014
ISI4,1.0,أنشطة زراعة المحاصيل والإنتاج الحيواني والصيد والخدمات المتصلة,"Crop and animal production, hunting and related service activities",H,7051100.0,"خس،بلدى ,طازج","CABBAGE LETTUCE (HEAD LETTUCE), FRESH",159149948.0,158420847.0,-0.004581220472657647,0.0001814622875831468
ISI4,10.0,صُنع المنتجات الغذائية,Manufacture of food products,H,15121900.0,غيره من زيوت بذور عباد الشمس،او القرطم,OTHER SUNFLOWER SEED OR SAFFLOWER OIL,158850507.0,156070563.0,-0.017500378516261204,0.00017877016770633496
ISI4,28.0,صُنع الآلات والمعدات غير المصنّفة في موضع آخر,Manufacture of machinery and equipment n.e.c.,H,84283300.0,غيرها من المصاعد والناقلات المستمره الحركه ذات السيور,BELT TYPE CONTINUOUS-ACTION ELEVATORS AND CONVEYORS,158630130.0,241407552.0,0.5218266038110162,0.0002765189522422353
ISI4,14.0,صُنع الملبوسات,Manufacture of wearing apparel,H,62044400.0,فساتين ، من الياف اصطناعيه ، غير مصنره,"FEMALE DRESSES, OF ARTIFICIAL FIBERS, NOT KNITTED",158463650.0,151689947.0,-0.042746099815320425,0.00017375241521077272
ISI4,28.0,صُنع الآلات والمعدات غير المصنّفة في موضع آخر,Manufacture of machinery and equipment n.e.c.,H,84271000.0,عربات ذاتيه الحركه تعمل بمحرك كهربائى,SELF-PROPELLED TRUCKS POWERED BY AN ELECTRIC MOTOR,158329788.0,232869726.0,0.47078909750071796,0.0002667393464246571
ISI4,17.0,صُنع الورق ومنتجات الورق,Manufacture of paper and paper products,H,48101900.0,غيرها من ورق الكتابة اوالطباعة,OTHER WRITING OR PRINTING PAPER,157670862.0,178420009.0,0.13159785350827852,0.00020437021766299255
ISI4,24.0,صُنع الفلّزات القاعدية,Manufacture of basic metals,H,73064000.0,غيرهامن انابيب ملحومه،بمقطع عرضى دائرى صلب مقاومللصدا,OTHER WELDED CIRCULAR PIPE OF STAINLESS STEEL,157638670.0,109493648.0,-0.3054137794996621,0.00012541889668033304
ISI4,28.0,صُنع الآلات والمعدات غير المصنّفة في موضع آخر,Manufacture of machinery and equipment n.e.c.,H,84669400.0,اجزاء الالات الداخله فى البند 62/84 او 63/84,PARTS FOR MACHINES OF HEADING NO. 84.62 OR 84.63,157586053.0,137146527.0,-0.12970390215941255,0.00015709373478797148
ISI4,27.0,صُنع المعدات الكهربائية,Manufacture of electrical equipment,H,85014000.0,محركات أخر ذات تيار متردد، أحادية الطور,"OTHER AC MOTORS, SINGLE-PHASE",157366020.0,170527824.0,0.08363815771664047,0.00019533015777662295
ISI4,28.0,صُنع الآلات والمعدات غير المصنّفة في موضع آخر,Manufacture of machinery and equipment n.e.c.,H,84812000.0,صمامات لاجهزه نقل الحركه الزيتيه الهيدروليكيه او بالضغط,VALVES FOR OLEOHYDRAULIC OR PNEUMATIC TRANSMISSIONS,157197477.0,181250914.0,0.15301414156920598,0.00020761286221993377
ISI4,17.0,صُنع الورق ومنتجات الورق,Manufacture of paper and paper products,H,48191010.0,علب للعطور او المجوهرات او الهدايا,BOXES FOR PRFUMES JEWLRY OR GIFIT,157104668.0,173808810.0,0.10632492473107165,0.00019908834513872106
ISI4,27.0,صُنع المعدات الكهربائية,Manufacture of electrical equipment,H,85164000.0,مكاوي كهربائية,ELECTRIC SMOOTHING IRONS,156626593.0,167366675.0,0.06857125469108556,0.00019170923704684564
ISI4,20.0,صُنع المواد الكيميائية والمنتجات الكيميائية,Manufacture of chemicals and chemical products,H,38089199.0,مبيدات حشرات مهيأة للبيع بالتجزئة، غير مذكورة في مكان آخر,"Insecticides put up for retail sale, not elsewhere specifted",156128658.0,163619763.0,0.0479803329892197,0.000187417357311518
ISI4,10.0,صُنع المنتجات الغذائية,Manufacture of food products,H,18063290.0,غيرها من شوكولاته بشكل قطع غير محشوة,OTHERS KAKAOA,155759042.0,221341399.0,0.42105007939121764,0.0002535342876900162
ISI4,27.0,صُنع المعدات الكهربائية,Manufacture of electrical equipment,H,84501100.0,الات واجهزه غسيل اتوماتيكيه بالكامل تقل سعتها عن 10 كجم,"FULLY AUTOMATIC WASHING MACHINES, CAPACITY 10KG OR LESS",155741323.0,203338603.0,0.30561753992548274,0.00023291308406109783
ISI4,28.0,صُنع الآلات والمعدات غير المصنّفة في موضع آخر,Manufacture of machinery and equipment n.e.c.,H,84243000.0,اجهزه نفث البخار او قذف الرمال واجهزه مماثله,STEAM OR SAND BLASTING MACHINES,155445483.0,126940376.0,-0.1833768756085373,0.00014540315527807263
ISI4,13.0,صُنع المنسوجات,Manufacture of textiles,H,54076900.0,غيرهامن أقمشة منسوجة اخرتحتوى على نسبة اكثرمن البوليستر,OTHER FABRIC CONTAINING A PERCENTAGE OF POLYESTER.,153679409.0,179723785.0,0.16947212492208374,0.00020586362070896923
ISI4,25.0,صُنع منتجات المعادن المشكَّلة، باستثناء الآلات والمعدات,"Manufacture of fabricated metal products, except machinery and equipment",H,73181400.0,براغى ربط ذاتيه التثبيت ملولبه من حديد او صلب,SELF-TAPPING SCREWS,153594242.0,140359003.0,-0.08617015083156568,0.0001607734477475036
ISI4,32.0,الصناعات التحويلية الأخرى,Other manufacturing,H,96081000.0,اقلام حبر جاف,BALL POINT PENS,153512408.0,140179438.0,-0.08685271877176208,0.00016056776600619928
ISI4,1.0,أنشطة زراعة المحاصيل والإنتاج الحيواني والصيد والخدمات المتصلة,"Crop and animal production, hunting and related service activities",H,8102000.0,توت احمر فريز وتوت اسود طازج,"RASPBERRIES, BLACKBERRIES, FRESH",152478901.0,209353785.0,0.37300166532548656,0.0002398031411881688
ISI4,14.0,صُنع الملبوسات,Manufacture of wearing apparel,H,62105000.0,غيرها من البسه للنساء او البنات ، ممططه ، ...الخ,"OTHER FEMALE GARMENTS, RUBBERIZED, ETC.",152407294.0,121105972.0,-0.20537942232607317,0.00013872016931648222
ISI4,31.0,صُنع الأثاث,Manufacture of furniture,H,94031010.0,طاولات (مكاتب)ـ  ، من معدن,"OFFICE DESKS, METAL",152246493.0,129690947.0,-0.14815149797900434,0.00014855378169670213
ISI4,28.0,صُنع الآلات والمعدات غير المصنّفة في موضع آخر,Manufacture of machinery and equipment n.e.c.,H,95084000.0,مسارح متنقلة,Travelling theatres,152134777.0,316739167.0,1.0819642506854301,0.0003628071361782352
ISI4,28.0,صُنع الآلات والمعدات غير المصنّفة في موضع آخر,Manufacture of machinery and equipment n.e.c.,H,84261100.0,جسور متحركه على قواعد ثابته,OVERHEAD TRAVELLING CRANES ON FIXED SUPPORT,151985458.0,169036341.0,0.11218759494740609,0.00019362174678023826
ISI4,29.0,صُنع المركبات ذات المحرّكات والمركبات المقطورة ونصف المقطورة,"Manufacture of motor vehicles, trailers and semi-trailers",H,84099120.0,اسطوانات(سلندرات)ـ واجزاوءها للمحركات التى تشتعل بالشرر,CYLINDERS AND THEIR PARTS FOR SPARK-IGNITION ENGINES,151550027.0,134513975.0,-0.11241206839243915,0.00015407829258356522
ISI4,25.0,صُنع منتجات المعادن المشكَّلة، باستثناء الآلات والمعدات,"Manufacture of fabricated metal products, except machinery and equipment",H,82079000.0,عدد تبادليه اخر  من معادن عاديه,OTHER INTERCHANGEABLE TOOLS,151438186.0,163988177.0,0.08287203730768407,0.00018783935510084717
ISI4,28.0,صُنع الآلات والمعدات غير المصنّفة في موضع آخر,Manufacture of machinery and equipment n.e.c.,H,84283900.0,غيرها من المصاعد والناقلات المستمره الحركه,OTHER CONTINUOUS-ACTION ELEVATORS AND CONVEYORS,151208986.0,295625863.0,0.9550813137520808,0.00033862301827436865
ISI4,15.0,صُنع المنتجات الجلدية والمنتجات ذات الصلة,Manufacture of leather and related products,H,42021990.0,غيرها من صناديق وحقائب أمتعة,OTHER CASES AND TRUNKS,151170674.0,110802498.0,-0.26703708419001954,0.00012691811171169315
ISI4,20.0,صُنع المواد الكيميائية والمنتجات الكيميائية,Manufacture of chemicals and chemical products,H,39076900.0,بولي (ايثلين تيرِفثالات)، غير مذكورة في مكان آخر,Poly(ethylene terephthalate); not elsewhere specified,150816799.0,178031612.0,0.1804494802996051,0.0002039253304562575
ISI4,17.0,صُنع الورق ومنتجات الورق,Manufacture of paper and paper products,H,48114190.0,غيرها من ورق لاصق ذاتيا بشكل أشرطة أو لفات عرضها يتجاوز 36 سم,Other self-adhesive paper in rolls or tapes of a width over 36cm,150737469.0,169796085.0,0.12643582333202105,0.00019449199136501548
ISI4,28.0,صُنع الآلات والمعدات غير المصنّفة في موضع آخر,Manufacture of machinery and equipment n.e.c.,H,84385000.0,الات واجهزه لتحضير اللحوم او الطيور الدواجن,MACHINERY FOR THE PREPARATION OF MEAT OR POULTRY,150560352.0,292608803.0,0.9434651892949878,0.0003351671434968805
ISI4,24.0,صُنع الفلّزات القاعدية,Manufacture of basic metals,H,72082700.0,منتجات من حديد وصلب مسطحة بشك لفات بسمك أقل من 3مم,OTHER FLAT-ROLLED PRODUCTS OF IRONS OF THICKNESS LESS THAN 3MM,150457265.0,230962731.0,0.5350719754210606,0.00026455498949397093
ISI4,29.0,صُنع المركبات ذات المحرّكات والمركبات المقطورة ونصف المقطورة,"Manufacture of motor vehicles, trailers and semi-trailers",H,87042360.0,سيارات لنقل الاسمنت والخرسانة،اشعال بالانضغاط، تتجاوز 20 طن,"CEMENT VEHICLES, COMPRESSION IGNITION, OVER 20 TONNES",149928839.0,151425962.0,0.009985557214913137,0.00017345003504493737
ISI4,17.0,صُنع الورق ومنتجات الورق,Manufacture of paper and paper products,H,48191090.0,غيرها من علب من ورق أو ورق مقوى مموج,OTHERS BOXES OF CORRUGATED PAPER OR PAPERBOARD,149706563.0,157718916.0,0.053520385742874876,0.00018065826458113921
ISI4,20.0,صُنع المواد الكيميائية والمنتجات الكيميائية,Manufacture of chemicals and chemical products,H,28070010.0,حامض، كبرتيك,SULPHURIC ACID,148720254.0,286849989.0,0.9287889933270286,0.0003285707416849027
ISI4,20.0,صُنع المواد الكيميائية والمنتجات الكيميائية,Manufacture of chemicals and chemical products,H,33059020.0,كريم الشعر,HAIR CREAM,148454636.0,197821540.0,0.3325386483720185,0.0002265935946019843
ISI4,10.0,صُنع المنتجات الغذائية,Manufacture of food products,H,2021000.0,ذبائح كاملة وأنصاف ذبائح من لحوم فصيلة الأبقار مجمدة,CARCASSES AND HALF-CARCASSES OF FROZEN BOVINE ANIMALS,147839746.0,23141849.0,-0.8434666615295727,2.6507703613298812e-05
ISI4,27.0,صُنع المعدات الكهربائية,Manufacture of electrical equipment,H,84145120.0,مراوح كهربائية بقدرة تتجاوز 25 واط ولا تتجاوز 125 واط,Electric fan of an output 25 W to 125 W,147612786.0,151698567.0,0.027679045363997127,0.00017376228894234647
ISI4,26.0,صُنع الحواسيب والمنتجات الإلكترونية والبصرية,"Manufacture of computer, electronic and optical products",H,85285900.0,"غيرها من شاشات عرض ""مونيتور"" أخر", Other monitors,147567722.0,113499692.0,-0.23086369795692854,0.00013000759773934667
ISI4,28.0,صُنع الآلات والمعدات غير المصنّفة في موضع آخر,Manufacture of machinery and equipment n.e.c.,H,84741000.0,الات واجهزه فرز، غربله، فصل، غسل، المواد المعدنيه الصلبه,"SORTING, SEPARATING, WASHING MACHINES FOR SOLID MINERAL",147064993.0,168856184.0,0.1481738825500097,0.00019341538693579106
ISI4,13.0,صُنع المنسوجات,Manufacture of textiles,H,60063200.0,اقمشة مصنرة او كروشية اخر من الياف تركيبية مصبوغة,OTHER KNITTED OR CROCHETED TEXTILES FROM STRUCTURAL,146943501.0,213155092.0,0.450592170115778,0.0002441573273769715
ISI4,17.0,صُنع الورق ومنتجات الورق,Manufacture of paper and paper products,H,48102900.0,غيره من ورق وورق مقوى للطباعه ، ...الخ,"OTHER PAPER FOR PRINTING, ETC.",146716161.0,81891360.0,-0.44183817623199667,9.38020077552988e-05
ISI4,22.0,صُنع منتجات المطاط واللدائن,Manufacture of rubber and plastics products,H,39172300.0,انابيب صلبه من بوليمرات كلوريد فنيل ( P 0V 0C ),RIGID TUBES OF POLYMERS OF VINYL CHLORIDE,146690271.0,142902895.0,-0.025818862929225892,0.00016368733484270685
ISI4,28.0,صُنع الآلات والمعدات غير المصنّفة في موضع آخر,Manufacture of machinery and equipment n.e.c.,H,84158120.0,أجهزة تكييف مركزية، متضمنة وحدة للتبريد وصمام,"Central a/c machines, Inc a refrigerating unit and a valve",146674963.0,209902322.0,0.43107124560856375,0.00024043145987683227
ISI4,27.0,صُنع المعدات الكهربائية,Manufacture of electrical equipment,H,85081100.0,مكانس كهربائية لا تتجاوز قدرتها 1500 وات والوعاء لا يتجاوز 20 لتر," Vacuum Cleaners with a power 1,500 W or less and capacity 20L",145738270.0,171462533.0,0.17651000660293278,0.00019640081505801316
ISI4,16.0,صُنع الخشب ومنتجات الخشب والفلين، باستثناء الأثاث؛ صُنع أصناف من القش ومواد الضفر,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",H,44130000.0,خشب مكثف بالضغط ، بشكلكتل ، او الواح ، ...الخ,"DENSIFIED WOOD, IN BLOCKS, PLATES, ETC.",145150043.0,153640868.0,0.058496882429445785,0.00017598708693648317
ISI4,20.0,صُنع المواد الكيميائية والمنتجات الكيميائية,Manufacture of chemicals and chemical products,H,35061000.0,منتجات صالحه للاستعمال كغراء او مواد لاصقه,PRODUCTS SUITABLE FOR USE AS GLUES OR ADHESIVES,144670194.0,190360004.0,0.31582047923430584,0.00021804681924328417
ISI4,10.0,صُنع المنتجات الغذائية,Manufacture of food products,H,4029920.0,غيرها من قشده ، محلاه,"OTHER CREAM, SWEETENED",144460049.0,154051541.0,0.06639546411894129,0.00017645749006485825
ISI4,27.0,صُنع المعدات الكهربائية,Manufacture of electrical equipment,H,85111000.0,شمعات الاحتراق,SPARKING PLUGS,144223310.0,162649654.0,0.12776259260725606,0.00018630615129489443
ISI4,27.0,صُنع المعدات الكهربائية,Manufacture of electrical equipment,H,85078000.0,مدخرات (جماعات )ـ  كهربائيه اخر,OTHER ACCUMULATORS,144077572.0,196974775.0,0.36714390911584766,0.00022562367229153645
ISI4,27.0,صُنع المعدات الكهربائية,Manufacture of electrical equipment,H,90022000.0,مرشحات (فلاتر) بصرية,"FILTERS FOR LENSES, PRISMS AND THE LIKE",144071023.0,193722628.0,0.3446328343208891,0.00022189851840331953
ISI4,29.0,صُنع المركبات ذات المحرّكات والمركبات المقطورة ونصف المقطورة,"Manufacture of motor vehicles, trailers and semi-trailers",H,87042199.0,غيرها من عربات ومركبات وسيارات نقل وهياكل، لايزيد وزنها عن 5 طن,"OTHER TRANSPORT VEHICLES, COMPRESSION, 5 TONS OR LESS",144021704.0,1641299.0,-0.9886038079371704,1.8800169093145379e-06
ISI4,28.0,صُنع الآلات والمعدات غير المصنّفة في موضع آخر,Manufacture of machinery and equipment n.e.c.,H,84389000.0,اجزاء لالات واجهزه اخر لصناعه الماكولات والمشروبات والزيوت,PARTS FOR OTHER MACHINERY FOR FOOD OR DRINK,143857999.0,221828605.0,0.5419970147089284,0.0002540923551221657
ISI4,28.0,صُنع الآلات والمعدات غير المصنّفة في موضع آخر,Manufacture of machinery and equipment n.e.c.,H,84439990.0,غيرها من أجزاء ولوازم لآلات النسخ والطباعة,Other parts and accessories of printing and copying machines,143805297.0,173474439.0,0.20631466725457268,0.00019870534171644125
ISI4,19.0,صُنع فحم الكوك والمنتجات النفطية المكررة,Manufacture of coke and refined petroleum products,H,27101996.0,زيوت المحولات وقاطعات التيار الكهربائي,ELECTRICAL TRANSFORMER AND BREAKER OIL,143584224.0,215194250.0,0.4987318523238319,0.0002464930696888623
ISI4,10.0,صُنع المنتجات الغذائية,Manufacture of food products,H,2012000.0,قطع اخر بعظمها من لحوم فصيلة الأبقار طازجة,OTHER CUTS WITH BONE IN OF FRESH BOVINE ANIMALS,143451095.0,217988766.0,0.519603360295019,0.00024969403266596153
ISI4,25.0,صُنع منتجات المعادن المشكَّلة، باستثناء الآلات والمعدات,"Manufacture of fabricated metal products, except machinery and equipment",H,73121090.0,غيرهامن اسلاك وكوابل(امراس،)ـ مجدوله،من حديد،صلب،غيرمعزوله,"OTHER STRANDED WIRE AND CABLE, STEEL, NOT INSULATED",143349429.0,153254171.0,0.06909509210531979,0.0001755441469853949
ISI4,24.0,صُنع الفلّزات القاعدية,Manufacture of basic metals,H,72091700.0,منتجات من حديدوصلب مسطحة (مجلخة )بسمك 0.5 واقل من 1مم,PROD. OF FLATTENED CAST IRON W/ THICKNESS=0.5MM & .1MM.,143155895.0,130670226.0,-0.08721728853708749,0.00014967549143937343
ISI4,10.0,صُنع المنتجات الغذائية,Manufacture of food products,H,2042100.0,ذبائح كاملة وأنصاف ذبائح من فصائل الضأن، طازجة,"CARCASSES AND HALF-CARCASSES OF SHEEP, FRESH",142469183.0,218724685.0,0.5352420810892136,0.0002505369870355711
ISI4,22.0,صُنع منتجات المطاط واللدائن,Manufacture of rubber and plastics products,H,39231090.0,غيرها من صناديق وعلب واقفاص مماثله,"OTHER POXES, PACKES, AND SIMILAR CRATES.",142099600.0,173933720.0,0.22402680936469913,0.00019923142261098081
ISI4,22.0,صُنع منتجات المطاط واللدائن,Manufacture of rubber and plastics products,H,39205900.0,غيرها من الواح وصفائح اولفات...الخ،من بوليمرات الاكريليك,"OTHER SHEETS, ROLLS, ETC., OF ACRYLIC POLYMERS",141829345.0,130972991.0,-0.07654518886764936,0.00015002229194284575
ISI4,28.0,صُنع الآلات والمعدات غير المصنّفة في موضع آخر,Manufacture of machinery and equipment n.e.c.,H,84262000.0,روافع ( كرينات )ـ  برجيه,TOWER CRANES,141730296.0,582960514.0,3.113167970805621,0.0006677489133806177
ISI4,25.0,صُنع منتجات المعادن المشكَّلة، باستثناء الآلات والمعدات,"Manufacture of fabricated metal products, except machinery and equipment",H,83099070.0,أغطية وقيعان العلب,CAN COVERS AND BOTTOMS,141531216.0,165475017.0,0.16917681962119227,0.0001895424477984271
ISI4,21.0,صُنع المنتجات الصيدلانية الأساسية والمستحضرات الصيدلانية,Manufacture of basic pharmaceutical products and pharmaceutical preparations,H,30025100.0,منتجات الخلايا العلاجية,Cell therapy products,141423785.0,199773779.0,0.4125896786032137,0.00022882977602354325
ISI4,23.0,صُنع منتجات المعادن اللافلزية الأخرى,Manufacture of other non-metallic mineral products,H,69021000.0,منتجات خزفيه محتويه على اكثر من %50 وزنا من (MG) ـ(CA) ـ(CR),"CERAMIC CONSTRUCTION GOOGS MORE THAN 50% MG, CA OR CR",141177248.0,107975240.0,-0.23517959494436383,0.00012367964459083656
ISI4,24.0,صُنع الفلّزات القاعدية,Manufacture of basic metals,H,73030000.0,مواسير وأنابيب وأشكال مجوفة، من حديد صب,"TUBES, PIPES AND HOLLOW PROFILES, OF CAST IRON",141133483.0,121391790.0,-0.1398795847757828,0.00013904755797204495
ISI4,28.0,صُنع الآلات والمعدات غير المصنّفة في موضع آخر,Manufacture of machinery and equipment n.e.c.,H,84778000.0,الات واجهزه اخر لشغل المطاط او اللدائن الاصطناعيه,OTHER MACHINERY FOR WORKING RUBBER OR PLASTIC,141004560.0,238797278.0,0.6935429464125132,0.0002735290282503581
ISI4,10.0,صُنع المنتجات الغذائية,Manufacture of food products,H,11010010.0,دقيق حنطة (قمح),Wheat Flour,140771580.0,149671313.0,0.06322109192778827,0.0001714401820017613
ISI4,26.0,صُنع الحواسيب والمنتجات الإلكترونية والبصرية,"Manufacture of computer, electronic and optical products",H,90181200.0,اجهزة تشخيص بالاشعة فوق الصوتية,ULTRASOUND,140739750.0,130477935.0,-0.07291340932465774,0.00014945523277138604
ISI4,26.0,صُنع الحواسيب والمنتجات الإلكترونية والبصرية,"Manufacture of computer, electronic and optical products",H,90319090.0,غيرها من أجزاء ولوازم أجهزة وأدوات وآلات للقياس أو الفحص,"Other parts and supplies equipment, tools and machines for measur",140631068.0,182954012.0,0.30095017126656537,0.00020956366645378743
ISI4,28.0,صُنع الآلات والمعدات غير المصنّفة في موضع آخر,Manufacture of machinery and equipment n.e.c.,H,84849000.0,غيرها من انواع حشيات لمنع التسرب ومايماثلها,OTHER TYPES OF GASKETS AND THE LIKE,140596805.0,156579742.0,0.11367923332254955,0.00017935340399044154
ISI4,31.0,صُنع الأثاث,Manufacture of furniture,H,94039900.0,أجزاء غير خشبية للأثاث، غير مذكورة في مكان آخر,Non-wooden parts for furniture not elsewhere specified,140577809.0,170192557.0,0.21066445842814352,0.00019494612803607283
ISI4,28.0,صُنع الآلات والمعدات غير المصنّفة في موضع آخر,Manufacture of machinery and equipment n.e.c.,H,84832000.0,كراسى تحميل وسبائك ، تضم مدحرجات كرويه او اسطوانيه,"BEARING HOUSINGS, WITH BALL OR ROLLER BEARINGS",140065889.0,68515134.0,-0.5108364035728927,7.848028327803247e-05
ISI4,28.0,صُنع الآلات والمعدات غير المصنّفة في موضع آخر,Manufacture of machinery and equipment n.e.c.,H,84362900.0,غيرها من الات واجهزه تربيه الطيور الدواجن,OTHER POULTRY-KEEPING MACHINERY,139985659.0,191722898.0,0.3695895663140751,0.0002196079386771005
ISI4,32.0,الصناعات التحويلية الأخرى,Other manufacturing,H,95030010.0,دراجات,Children's tricycles,139642075.0,172899260.0,0.23816020350599917,0.00019804650609545895
ISI4,24.0,صُنع الفلّزات القاعدية,Manufacture of basic metals,H,75071200.0,مواسير وانابيب من خلائط النيكل,TUBES AND PIPES OF NICKEL ALLOYS,138796988.0,176151740.0,0.2691322955797859,0.00020177204141669374
ISI4,24.0,صُنع الفلّزات القاعدية,Manufacture of basic metals,H,74091100.0,"لفائف من نحاس، نقى يزيد سمكها عن 0,15 مم",REFINED COPPER COILS OVER 0.15 MM THICK,138562849.0,177436561.0,0.28054931231963914,0.00020324373256220863
ISI4,16.0,صُنع الخشب ومنتجات الخشب والفلين، باستثناء الأثاث؛ صُنع أصناف من القش ومواد الضفر,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",H,44101100.0,ألواح من دقائق خشب,PARTICAL BOARD,138174942.0,253186368.0,0.8323609500773302,0.000290010932223765
ISI4,17.0,صُنع الورق ومنتجات الورق,Manufacture of paper and paper products,H,48025500.0, ورق وورق مقوى اخريزن 0 4جم   ولايتجاوز 150جم بشكل لفات,PAPERBOARD AND PAPER     WEIGHTS ARE40 NOT OR MORE150,138105333.0,90372095.0,-0.3456292162157127,0.00010351621900103503
ISI4,28.0,صُنع الآلات والمعدات غير المصنّفة في موضع آخر,Manufacture of machinery and equipment n.e.c.,H,84196000.0,آلات وأجهزة تسييل الهواء أو الغازات,MACHINERY FOR LIQUEFYING AIR OR GAS,138092086.0,118129147.0,-0.1445625131624125,0.0001353103814983758
ISI4,20.0,صُنع المواد الكيميائية والمنتجات الكيميائية,Manufacture of chemicals and chemical products,H,29173500.0,انهيدريد فتاليك,PHTHALIC ANHYDRIDE,138018599.0,124282271.0,-0.0995251951514158,0.000142358443530406
ISI4,21.0,صُنع المنتجات الصيدلانية الأساسية والمستحضرات الصيدلانية,Manufacture of basic pharmaceutical products and pharmaceutical preparations,H,30059090.0,غيرها من ضمادات وأصناف مماثلة,Other bandages and similar articles,137794327.0,156035233.0,0.13237777198186104,0.00017872969915221648
ISI4,10.0,صُنع المنتجات الغذائية,Manufacture of food products,H,19012090.0,غيرها من مخاليط حبوب ودقيق,OTHER CEREAL AND FLOUR MIXES,137681892.0,220802259.0,0.603713137527192,0.00025291673274330153
ISI4,28.0,صُنع الآلات والمعدات غير المصنّفة في موضع آخر,Manufacture of machinery and equipment n.e.c.,H,84821000.0,مدحرجات بكرات (بول بيرنج )ـ,BALL BEARINGS,136998697.0,135891523.0,-0.008081638907850342,0.00015565619736105697
ISI4,24.0,صُنع الفلّزات القاعدية,Manufacture of basic metals,H,76061100.0,صفائح وألواح وأشرطة ألومنيوم غير مخلوط مربعة سمكها يتجاوز 0.2 مم,"Unalloyed aluminium square plates and sheets, thick over 0.2 mm",136432455.0,127615190.0,-0.06462732785978234,0.00014617611726162479
ISI4,10.0,صُنع المنتجات الغذائية,Manufacture of food products,H,20059997.0,ورق العنب,Grape leaves,136254010.0,146950010.0,0.07850044193194755,0.00016832308045270267
ISI4,24.0,صُنع الفلّزات القاعدية,Manufacture of basic metals,H,73044900.0,غيرهامن انابيب ومواسيرذات مقطع دائرى،من صلب مقاوم للصدا,"OTHER CIRCULAR TUBES AND PIPES, STAINLESS STEEL",136132404.0,323394406.0,1.3755872701697092,0.0003704303430744373
ISI4,20.0,صُنع المواد الكيميائية والمنتجات الكيميائية,Manufacture of chemicals and chemical products,H,32064900.0,غيرها من محضرات تلوين,OTHER COLORING PREPARATIONS,135390372.0,157963898.0,0.16672918219029637,0.00018093887786517685
ISI4,26.0,صُنع الحواسيب والمنتجات الإلكترونية والبصرية,"Manufacture of computer, electronic and optical products",H,90328100.0,اجهزه تنظيم هيدروليكيه او هوائيه,HYDRAULIC OR PNEUMATIC REGULATING EQUIPMENT,135209082.0,135325364.0,0.000860016193290921,0.00015500769364944767
ISI4,20.0,صُنع المواد الكيميائية والمنتجات الكيميائية,Manufacture of chemicals and chemical products,H,38123900.0,محضرات مضادة للتأكسد ومثبتات للمطاط واللدائن غير محددة بمكان آخر,"Rubber and plastics anti-oxidising preparations, stabilisers; nes",135002194.0,150599712.0,0.11553529270790962,0.0001725036115283684
ISI4,29.0,صُنع المركبات ذات المحرّكات والمركبات المقطورة ونصف المقطورة,"Manufacture of motor vehicles, trailers and semi-trailers",H,87163990.0,غيرها من مقطورات وعرابات  ، غير اليه الحركه,"OTHER TRAILERS FOR TRANSPORT OF GOODS, NOT MECHANICAL",135001376.0,146935389.0,0.0883991952793133,0.00016830633290869568
ISI4,28.0,صُنع الآلات والمعدات غير المصنّفة في موضع آخر,Manufacture of machinery and equipment n.e.c.,H,84186940.0,غرف تبريد او تجميد تتجاوز سعتها 900 لتر,REFRIGERATING OR FREEZING ROOMS OVER 900 L,134875482.0,168359187.0,0.24825642513737226,0.00019284610445656052
ISI4,14.0,صُنع الملبوسات,Manufacture of wearing apparel,H,62042200.0,اطقم  نسائيه ، من قطن ، غير مصنره,"FEMALE ENSEMBLES, COTTON, NOT KNITTED",134682879.0,57080877.0,-0.5761831242113558,6.538297650732943e-05
